"id","title","institution","grant_type","coinvestigators","subpanel","budget","duration"
"2011/01/B/HS5/00549","Wpływ deformacji wyborczych na systemy polityczne. Analiza deformacji wyborczych w wybranych systemach większościowych, proporcjonalnych i mieszanych.","UNIWERSYTET ŚLĄSKI, Wydział Nauk Społecznych","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 5","HS5   - Normy i władza: prawo, nauki o polityce, polityka regionalna i społeczna, m.in.:","Przyznana kwota: 98 750 PLN","Czas trwania projektu: 24 miesięcy"
"2011/03/B/HS4/03727","Rynek produktów Sprawiedliwego Handlu w Polsce","Instytut Badań Rynku, Konsumpcji i Koniunktur","Konkurs: OPUS 2  - ogłoszony 2011-09-15","Liczba wykonawców projektu: 4","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 198 500 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/HS5/00661","Policja sanitarna - zagadnienia administracyjnoprawne","Uniwersytet Śląski w Katowicach, Wydział Prawa i Administracji","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 1","HS5   - Normy i władza: prawo, nauki o polityce, polityka regionalna i społeczna, m.in.:","Przyznana kwota: 32 500 PLN","Czas trwania projektu: 18 miesięcy"
"2011/01/B/HS5/00900","Wolność badań naukowych w świetle prawa międzynarodowego","Uniwersytet Mikołaja Kopernika, Wydział Politologii i Studiów Międzynarodowych","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 1","HS5   - Normy i władza: prawo, nauki o polityce, polityka regionalna i społeczna, m.in.:","Przyznana kwota: 42 900 PLN","Czas trwania projektu: 30 miesięcy"
"2011/03/B/HS4/02298","Analiza struktury terminowej kontraktów terminowych na zmienność (indeks VIX). Wpływ fluktuacji zmienności na zachowanie się innych klas aktywów.","Uniwersytet Warszawski, Wydział Nauk Ekonomicznych","Konkurs: OPUS 2  - ogłoszony 2011-09-15","Liczba wykonawców projektu: 5","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 301 000 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/ST7/04632","Adaptacyjne neuronowe sterowanie napędem elektrycznym z połączeniem sprężystym","Politechnika Wrocławska, Wydział Elektryczny","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 6","ST7   - Inżynieria systemów i komunikacji: elektronika, komunikacja, optoelektronika, m.in.:","Przyznana kwota: 445 600 PLN","Czas trwania projektu: 30 miesięcy"
"2011/01/B/HS5/00770","Nowe narzędzia likwidacji barier w handlu na jednolitym rynku Unii Europejskiej - Instrument Opcjonalny Europejskiego Prawa Umów i Dyrektywa o Prawach Konsumentów oraz ich wpływ na prawo polskie","Uniwersytet Wrocławski, Wydział Prawa, Administracji i Ekonomii","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 1","HS5   - Normy i władza: prawo, nauki o polityce, polityka regionalna i społeczna, m.in.:","Przyznana kwota: 56 550 PLN","Czas trwania projektu: 24 miesięcy"
"2011/03/B/HS4/06043","Kryzys finansowy w strefie euro i jego konsekwencje dla polskiego sektora bankowego","Instytut Badań nad Gospodarką Rynkową","Konkurs: OPUS 2  - ogłoszony 2011-09-15","Liczba wykonawców projektu: 6","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 199 764 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/HS5/00863","Zmiany w procesie decyzyjnym za rządów Partii Demokratycznej w Japonii","Uniwersytet Łódzki, Wydział Studiów Międzynarodowych i Politologicznych, Zakład Azji Wschodniej","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 1","HS5   - Normy i władza: prawo, nauki o polityce, polityka regionalna i społeczna, m.in.:","Przyznana kwota: 74 750 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/HS5/00890","Podmioty gospodarki społecznej w polityce Unii Europejskiej","Uniwersytet Wrocławski, Wydział Nauk Społecznych","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 1","HS5   - Normy i władza: prawo, nauki o polityce, polityka regionalna i społeczna, m.in.:","Przyznana kwota: 33 800 PLN","Czas trwania projektu: 28 miesięcy"
"2011/01/B/ST7/06183","Metody rozwiązania podstawowych problemów rozpoznawania uszkodzeń w złożonych obiektach dynamicznych.","POLITECHNIKA WARSZAWSKA","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 7","ST7   - Inżynieria systemów i komunikacji: elektronika, komunikacja, optoelektronika, m.in.:","Przyznana kwota: 610 860 PLN","Czas trwania projektu: 33 miesięcy"
"2011/01/B/ST7/06740","Globalny skupiony nieliniowy model termiczny elementu pólprzewodnikowego do analizy układów elektronicznych","Akademia Morska w Gdyni, Wydział Elektryczny","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 12","ST7   - Inżynieria systemów i komunikacji: elektronika, komunikacja, optoelektronika, m.in.:","Przyznana kwota: 335 400 PLN","Czas trwania projektu: 34 miesięcy"
"2011/01/B/HS5/00911","Cerkiew prawosławna i grekokatolicka jako elementy systemu politycznego na Ukrainie","Uniwersytet Jagielloński, Wydział Studiów Międzynarodowych i Politycznych","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 1","HS5   - Normy i władza: prawo, nauki o polityce, polityka regionalna i społeczna, m.in.:","Przyznana kwota: 98 410 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/HS5/00930","Polityka Stanów Zjednoczonych wobec regionów o niskim stopniu zainteresowania na przykładzie krajów Afryki Północnej i subregionu andyjskiego na przełomie XX i XXI wieku","Uniwersytet Jagielloński, Wydział Studiów Międzynarodowych i Politycznych","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 1","HS5   - Normy i władza: prawo, nauki o polityce, polityka regionalna i społeczna, m.in.:","Przyznana kwota: 112 010 PLN","Czas trwania projektu: 36 miesięcy"
"2011/03/B/ST4/01223","Monomery tlenków chromu(VI), molibdenu(VI) i wolframu(VI) na powierzchni amorficznej krzemionki oraz krzemionki modyfikowanej glinem. Symulacje periodyczną metodą DFT.","Instytut Katalizy i Fizykochemii Powierzchni im. Jerzego Habera PAN","Konkurs: OPUS 2  - ogłoszony 2011-09-15","Liczba wykonawców projektu: 2","ST4   - Chemia analityczna i fizyczna: chemia analityczna, metody teoretyczne w chemii, chemia fizyczna/fizyka chemiczna, m.in.:","Przyznana kwota: 211 740 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/HS5/00956","Europejskie partie polityczne jako struktury wielopoziomowe","Uniwersytet Jagielloński, Wydział Studiów Międzynarodowych i Politycznych","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 1","HS5   - Normy i władza: prawo, nauki o polityce, polityka regionalna i społeczna, m.in.:","Przyznana kwota: 58 500 PLN","Czas trwania projektu: 25 miesięcy"
"2011/03/B/HS2/02867","Dom Bernarda Bellotta: świadectwo kariery i kultury XVIII-wiecznego malarza dworskiego. Wraz z edycją inwentarza domu Bernarda Bellotta w Dreźnie z 1762 r. (Biblioteka Litewskiej Akademii Nauk, Wilno)","Instytut Sztuki PAN","Konkurs: OPUS 2  - ogłoszony 2011-09-15","Liczba wykonawców projektu: 1","HS2   - Kultura i twórczość kulturowa: literaturoznawstwo, bibliotekoznawstwo, językoznawstwo, kulturoznawstwo, nauki o sztuce, m.in.:","Przyznana kwota: 64 932 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/HS5/00961","Europejska wspólnota wywiadowcza in statu nascendi","Uniwersytet Jagielloński, Wydział Studiów Międzynarodowych i Politycznych","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 1","HS5   - Normy i władza: prawo, nauki o polityce, polityka regionalna i społeczna, m.in.:","Przyznana kwota: 99 899 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/ST7/02582","Optymalne ślizgowe sterowanie obiektami z opóźnieniem","Politechnika Łódzka, Wydział Elektrotechniki, Elektroniki, Informatyki i Automatyki","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 6","ST7   - Inżynieria systemów i komunikacji: elektronika, komunikacja, optoelektronika, m.in.:","Przyznana kwota: 398 700 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/HS5/01034","Poziom życia ludności wiejskiej o niepewnych dochodach w Polsce","Uniwersytet Przyrodniczy w Poznaniu, Wydział Ekonomiczno-Społeczny","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 5","HS5   - Normy i władza: prawo, nauki o polityce, polityka regionalna i społeczna, m.in.:","Przyznana kwota: 126 600 PLN","Czas trwania projektu: 24 miesięcy"
"2011/03/B/HS3/00686","W poszukiwaniu śladów pierwszych Majów w Nakum (Gwatemala)","Uniwersytet Jagielloński, Wydział Historyczny","Konkurs: OPUS 2  - ogłoszony 2011-09-15","Liczba wykonawców projektu: 2","HS3   - Wiedza o przeszłości: historia, archeologia, etnologia, antropologia kulturowa, m.in.:","Przyznana kwota: 293 490 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/HS5/01043","Międzysektorowe instrumenty realizacji zadań publicznych a polityka społeczna","Uniwersytet Ekonomiczny we Wrocławiu, Wydział Nauk Ekonomicznych","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 1","HS5   - Normy i władza: prawo, nauki o polityce, polityka regionalna i społeczna, m.in.:","Przyznana kwota: 66 750 PLN","Czas trwania projektu: 20 miesięcy"
"2011/03/B/ST5/02677","Fotoindukowane wzmocnienie adsorbcji wodoru na graficie.","POLITECHNIKA WROCŁAWSKA","Konkurs: OPUS 2  - ogłoszony 2011-09-15","Liczba wykonawców projektu: 3","ST5   - Synteza i materiały: otrzymywanie materiałów, związki struktury z właściwościami, nowoczesne materiały o założonych właściwościach, architektura (makro)molekularna, chemia organiczna, chemia nieorganiczna, m.in.:","Przyznana kwota: 63 595 PLN","Czas trwania projektu: 12 miesięcy"
"2011/01/B/HS5/01091","Wpływ regulacji dotyczących udzielania pomocy publicznej na stanowienie i stosowanie prawa podatkowego w Polsce","Uniwersytet w Białymstoku, Wydział Prawa","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 2","HS5   - Normy i władza: prawo, nauki o polityce, polityka regionalna i społeczna, m.in.:","Przyznana kwota: 110 400 PLN","Czas trwania projektu: 30 miesięcy"
"2011/01/B/HS5/02600","Funkcje ksiąg wieczystych w ujęciu prawnoporównawczym","Akademia im. Jana Długosza w Częstochowie, Wydział Nauk Społecznych, Instytut Administracji, Zespół badawczy europejskiego prawa prywatnego i prawa porównawczego","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 1","HS5   - Normy i władza: prawo, nauki o polityce, polityka regionalna i społeczna, m.in.:","Przyznana kwota: 73 750 PLN","Czas trwania projektu: 20 miesięcy"
"2011/01/B/ST5/01624","Nowe prekursory w projektowaniu molekularnych nano-obiektów magnetycznych","Uniwersytet Wrocławski, Wydział Chemii","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 6","ST5   - Synteza i materiały: otrzymywanie materiałów, związki struktury z właściwościami, nowoczesne materiały o założonych właściwościach, architektura (makro)molekularna, chemia organiczna, chemia nieorganiczna, m.in.:","Przyznana kwota: 410 000 PLN","Czas trwania projektu: 30 miesięcy"
"2011/01/B/ST7/00475","Teoria i zastosowania procesów powtarzalnych i systemów wielowymiarowych (nD)","Uniwersytet Zielonogórski, Wydział Elektrotechniki, Informatyki i Telekomunikacji","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 10","ST7   - Inżynieria systemów i komunikacji: elektronika, komunikacja, optoelektronika, m.in.:","Przyznana kwota: 487 320 PLN","Czas trwania projektu: 30 miesięcy"
"2011/03/B/HS4/02334","Sieć migracyjna jako dynamiczna ROSCA","Uniwersytet Warszawski, Wydział Nauk Ekonomicznych","Konkurs: OPUS 2  - ogłoszony 2011-09-15","Liczba wykonawców projektu: 1","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 63 000 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/HS5/02630","Rola euroatlantyckiego systemu w wielobiegunowym świecie w kontekście kształtującego sie nowego ładu globalnego.","Instytut Studiów Politycznych PAN","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 6","HS5   - Normy i władza: prawo, nauki o polityce, polityka regionalna i społeczna, m.in.:","Przyznana kwota: 219 600 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/ST5/06295","Ferroelektryczne kompozyty ceramiczno - polimerowe jako nowe materiały dla przestrajalnych oraz elastycznych sensorów mikrofalowych","Politechnika Warszawska, Wydział Chemiczny","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 11","ST5   - Synteza i materiały: otrzymywanie materiałów, związki struktury z właściwościami, nowoczesne materiały o założonych właściwościach, architektura (makro)molekularna, chemia organiczna, chemia nieorganiczna, m.in.:","Przyznana kwota: 550 000 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/HS5/03129","Koncepcja i zakres wspólnotowej polityki dotyczącej ochrony zdrowia w XXI wieku. Uwarunkowania i szanse współczesnych trendów w sferze legislacji, zarządzania publicznego i działań implementacyjnych.","Uniwersytet Jagielloński-Collegium Medicum, Wydział Nauk o Zdrowiu","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 2","HS5   - Normy i władza: prawo, nauki o polityce, polityka regionalna i społeczna, m.in.:","Przyznana kwota: 78 760 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/HS5/03206","Kultury penalne. Kontekst kulturowy polityki kryminalnej i reform prawa karnego. Analiza prawno penologiczna, historyczna, socjologiczna i kulturowa (antropologiczna) reform prawa karnego w Polsce na tle tendencji europejskich i światowych.","Uniwersytet Warszawski, Wydział Stosowanych Nauk Społecznych i Resocjalizacji","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 8","HS5   - Normy i władza: prawo, nauki o polityce, polityka regionalna i społeczna, m.in.:","Przyznana kwota: 198 420 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/ST5/06296","Bioresorbowalne polimerowe porowate nośniki żywych komórek wykazujące zjawisko zapamiętywania kształtu","Akademia im. Jana Długosza w Częstochowie, Wydział Matematyczno-Przyrodniczy","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 10","ST5   - Synteza i materiały: otrzymywanie materiałów, związki struktury z właściwościami, nowoczesne materiały o założonych właściwościach, architektura (makro)molekularna, chemia organiczna, chemia nieorganiczna, m.in.:","Przyznana kwota: 377 500 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/HS5/03257","Koncepcja ""urban resilience"" a miasta poprzemysłowe w Europie","Uniwersytet Ekonomiczny w Katowicach, Wydział Ekonomii","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 10","HS5   - Normy i władza: prawo, nauki o polityce, polityka regionalna i społeczna, m.in.:","Przyznana kwota: 209 625 PLN","Czas trwania projektu: 36 miesięcy"
"2011/01/B/NZ9/04297","Wykorzystanie enzymów proteolitycznych z niekonwencjonalnych źródeł do otrzymywania peptydów aktywnych biologicznie na bazie białek mleka","Uniwersytet Przyrodniczy we Wrocławiu, Wydział Nauk o Żywności","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 6","NZ9   - Stosowane nauki o życiu: rolnictwo, leśnictwo, ogrodnictwo, rybactwo, żywienie i żywność, biotechnologia środowiskowa, m.in.:","Przyznana kwota: 310 000 PLN","Czas trwania projektu: 30 miesięcy"
"2012/05/B/NZ4/02410","Zachowania kooperatywne a obecność neuropeptydów AVT i IT w różnych częściach mózgu ryb z rodziny wargaczowatych (Labridae)","Instytut Oceanologii Polskiej Akademii Nauk","Konkurs: OPUS 3  - ogłoszony 2012-03-15","Liczba wykonawców projektu: 2","NZ4   - Biologia na poziomie tkanek, narządów i organizmów: budowa i czynność układów, narządów i organizmów ludzi i zwierząt, medycyna doświadczalna, podstawy chorób układu nerwowego, m.in.:","Przyznana kwota: 157 300 PLN","Czas trwania projektu: 18 miesięcy"
"2011/01/B/HS5/03357","Roczność i wieloletniość w finansach publicznych","Uniwersytet w Białymstoku, Wydział Prawa","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 4","HS5   - Normy i władza: prawo, nauki o polityce, polityka regionalna i społeczna, m.in.:","Przyznana kwota: 246 000 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/ST5/06257","Nano porowate warstwy tlenkowe na Ti i Al pokryte nanocząstkami Ag, Au i Cu - jako perspektywiczne materiały do zastosowań biomedycznych i katalitycznych.","Instytut Chemii Fizycznej PAN","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 7","ST5   - Synteza i materiały: otrzymywanie materiałów, związki struktury z właściwościami, nowoczesne materiały o założonych właściwościach, architektura (makro)molekularna, chemia organiczna, chemia nieorganiczna, m.in.:","Przyznana kwota: 485 550 PLN","Czas trwania projektu: 36 miesięcy"
"2011/03/B/HS1/00394","Sakralizacja przestrzeni publicznych w Polsce","UNIWERSYTET GDAŃSKI","Konkurs: OPUS 2  - ogłoszony 2011-09-15","Liczba wykonawców projektu: 2","HS1   - Fundamentalne pytania o naturę człowieka i otaczającej go rzeczywistości: filozofia, nauki o poznaniu, religioznawstwo, teologia, m.in.:","Przyznana kwota: 71 260 PLN","Czas trwania projektu: 24 miesięcy"
"2011/01/B/HS5/05386","Możliwości i bariery rozwoju społeczno-gospodarczego terenów wiejskich objętych siecią obszarów chronionych (na przykładzie województw podkarpackiego i świętokrzyskiego)","Uniwersytet Rzeszowski, Wydział Ekonomii","Konkurs: OPUS 1  - ogłoszony 2011-03-15","Liczba wykonawców projektu: 1","HS5   - Normy i władza: prawo, nauki o polityce, polityka regionalna i społeczna, m.in.:","Przyznana kwota: 113 675 PLN","Czas trwania projektu: 24 miesięcy"
"2011/03/B/HS4/04116","Strategie sukcesyjne polskich przedsiębiorstw rodzinnych","Wyższa Szkoła Bankowa we Wrocławiu","Konkurs: OPUS 2  - ogłoszony 2011-09-15","Liczba wykonawców projektu: 3","HS4   - Jednostka, instytucje, rynki: ekonomia, finanse, zarządzanie, demografia, m.in.:","Przyznana kwota: 125 913 PLN","Czas trwania projektu: 18 miesięcy"
